基準日,基準価額（円）,純資産額（億円）,分配金
2021/06/11,"16,118","443.61","-"
2021/06/14,"16,237","444.97","-"
2021/06/15,"16,392","451.39","-"
2021/06/16,"16,308","448.11","-"
2021/06/17,"16,157","444.44","-"
2021/06/18,"16,126","447.99","-"
2021/06/21,"15,597","434.03","-"
2021/06/22,"16,079","456.61","-"
2021/06/23,"16,075","453.41","-"
2021/06/24,"16,074","453.32","-"
2021/06/25,"16,181","457.37","-"
2021/06/28,"16,169","455.33","-"
2021/06/29,"16,055","453.03","-"
2021/06/30,"16,043","454.35","-"
2021/07/01,"15,995","454.82","-"
2021/07/02,"16,038","458.06","-"
2021/07/05,"15,935","454.98","-"
2021/07/06,"15,960","457.04","-"
2021/07/07,"15,807","452.56","-"
2021/07/08,"15,669","451.27","-"
2021/07/09,"15,574","451.09","-"
2021/07/12,"15,915","470.68","-"
2021/07/13,"15,998","469.76","-"
2021/07/14,"15,937","463.85","-"
2021/07/15,"15,754","458.97","-"
2021/07/16,"15,600","459.52","-"
2021/07/19,"15,405","456.79","-"
2021/07/20,"15,259","457.02","-"
2021/07/21,"15,347","463.77","-"
2021/07/26,"15,505","468.44","-"
2021/07/27,"15,580","471.86","-"
2021/07/28,"15,364","464.43","-"
2021/07/29,"15,478","469.69","-"
2021/07/30,"15,201","462.17","-"
2021/08/02,"15,475","473.26","-"
2021/08/03,"15,398","470.37","-"
2021/08/04,"15,367","469.39","-"
2021/08/05,"15,446","472.28","-"
2021/08/06,"15,498","473.98","-"
2021/08/10,"15,534","474.50","-"
2021/08/11,"15,637","477.37","-"
2021/08/12,"15,606","474.54","-"
2021/08/13,"15,585","474.37","-"
2021/08/16,"15,332","469.60","-"
2021/08/17,"15,276","472.89","-"
2021/08/18,"15,367","476.16","-"
2021/08/19,"15,196","471.17","-"
2021/08/20,"15,049","468.92","-"
2021/08/23,"15,316","480.82","-"
2021/08/24,"15,449","482.70","-"
2021/08/25,"15,444","480.09","-"
2021/08/26,"15,453","480.38","-"
2021/08/27,"15,397","479.51","-"
2021/08/30,"15,486","483.14","-"
2021/08/31,"15,655","488.09","-"
2021/09/01,"15,855","494.35","-"
2021/09/02,"15,904","493.27","-"
2021/09/03,"16,232","500.84","-"
2021/09/06,"16,529","503.55","-"
2021/09/07,"16,672","504.33","-"
2021/09/08,"16,819","506.15","-"
2021/09/09,"16,723","500.98","-"
2021/09/10,"16,931","507.62","-"
2021/09/13,"16,969","507.03","-"
2021/09/14,"17,091","510.74","-"
2021/09/15,"17,004","509.91","-"
2021/09/16,"16,899","508.49","-"
2021/09/17,"16,997","512.46","-"
2021/09/21,"16,630","501.55","-"
2021/09/22,"16,517","501.23","-"
2021/09/24,"16,857","513.37","-"
2021/09/27,"16,851","511.21","-"
2021/09/28,"16,817","512.77","-"
2021/09/29,"16,566","505.69","-"
2021/09/30,"16,512","515.49","-"
2021/10/01,"16,131","505.28","-"
2021/10/04,"15,945","506.08","-"
2021/10/05,"15,597","498.30","-"
2021/10/06,"15,432","500.01","-"
2021/10/07,"15,520","506.38","-"
2021/10/08,"15,726","514.54","-"
2021/10/11,"15,976","523.80","-"
2021/10/12,"15,824","519.93","0"
2021/10/13,"15,776","519.42","-"
2021/10/14,"16,006","528.10","-"
2021/10/15,"16,296","539.50","-"
2021/10/18,"16,270","536.43","-"
2021/10/19,"16,378","538.31","-"
2021/10/20,"16,400","538.23","-"
2021/10/21,"16,094","527.94","-"
2021/10/22,"16,148","530.38","-"
2021/10/25,"16,032","526.98","-"
2021/10/26,"16,315","537.33","-"
2021/10/27,"16,310","536.64","-"
2021/10/28,"16,156","532.10","-"
2021/10/29,"16,196","534.55","-"
2021/11/01,"16,619","550.37","-"
2021/11/02,"16,549","543.85","-"
2021/11/04,"16,703","548.20","-"
2021/11/05,"16,602","541.66","-"
2021/11/08,"16,543","540.34","-"
2021/11/09,"16,419","537.16","-"
2021/11/10,"16,319","535.97","-"
2021/11/11,"16,415","541.24","-"
2021/11/12,"16,600","546.79","-"
2021/11/15,"16,695","548.34","-"
2021/11/16,"16,713","548.94","-"
2021/11/17,"16,646","546.14","-"
2021/11/18,"16,595","546.39","-"
2021/11/19,"16,678","548.87","-"
2021/11/22,"16,693","548.70","-"
2021/11/24,"16,430","540.23","-"
2021/11/25,"16,539","549.83","-"
2021/11/26,"16,120","534.17","-"
2021/11/29,"15,858","536.04","-"
2021/11/30,"15,595","531.82","-"
2021/12/01,"15,667","537.10","-"
2021/12/02,"15,561","537.55","-"
2021/12/03,"15,717","545.83","-"
2021/12/06,"15,658","546.16","-"
2021/12/07,"15,955","557.75","-"
2021/12/08,"16,181","564.97","-"
2021/12/09,"16,105","559.97","-"
2021/12/10,"15,944","554.23","-"
2021/12/13,"16,058","559.26","-"
2021/12/14,"15,941","554.84","-"
2021/12/15,"15,957","556.33","-"
2021/12/16,"16,295","572.34","-"
2021/12/17,"16,005","556.80","-"
2021/12/20,"15,664","548.73","-"
2021/12/21,"15,988","564.66","-"
2021/12/22,"16,012","563.89","-"
2021/12/23,"16,144","568.14","-"
2021/12/24,"16,136","566.57","-"
2021/12/27,"16,076","561.68","-"
2021/12/28,"16,295","570.79","-"
2021/12/29,"16,225","564.13","-"
2021/12/30,"16,160","563.88","-"
2022/01/04,"16,445","574.71","-"
2022/01/05,"16,462","568.98","-"
2022/01/06,"15,989","550.72","-"
2022/01/07,"15,983","555.34","-"
2022/01/11,"15,838","554.55","-"
2022/01/12,"16,143","568.62","-"
2022/01/13,"15,989","559.99","-"
2022/01/14,"15,784","554.21","-"
2022/01/17,"15,900","564.58","-"
2022/01/18,"15,857","562.89","-"
2022/01/19,"15,415","550.27","-"
2022/01/20,"15,585","566.96","-"
2022/01/21,"15,444","561.42","-"
2022/01/24,"15,481","566.74","-"
2022/01/25,"15,223","558.61","-"
2022/01/26,"15,157","560.45","-"
2022/01/27,"14,685","546.18","-"
2022/01/28,"14,990","565.55","-"
2022/01/31,"15,151","571.49","-"
2022/02/01,"15,192","573.80","-"
2022/02/02,"15,448","584.80","-"
2022/02/03,"15,283","576.84","-"
2022/02/04,"15,396","582.66","-"
2022/02/07,"15,288","578.61","-"
2022/02/08,"15,309","580.83","-"
2022/02/09,"15,474","587.55","-"
2022/02/10,"15,539","586.66","-"
2022/02/14,"15,194","570.55","-"
2022/02/15,"15,073","568.51","-"
2022/02/16,"15,407","586.77","-"
2022/02/17,"15,279","579.83","-"
2022/02/18,"15,217","578.71","-"
2022/02/21,"15,099","575.17","-"
2022/02/22,"14,840","567.88","-"
2022/02/24,"14,571","560.22","-"
2022/02/25,"14,863","573.02","-"
2022/02/28,"14,891","574.73","-"
2022/03/01,"15,069","584.08","-"
2022/03/02,"14,815","573.69","-"
2022/03/03,"14,919","581.24","-"
2022/03/04,"14,587","568.10","-"
2022/03/07,"14,156","555.32","-"
2022/03/08,"13,913","549.42","-"
2022/03/09,"13,875","549.38","-"
2022/03/10,"14,420","571.79","-"
2022/03/11,"14,126","559.10","-"
2022/03/14,"14,205","563.69","-"
2022/03/15,"14,227","565.50","-"
2022/03/16,"14,461","576.14","-"
2022/03/17,"14,960","595.48","-"
2022/03/18,"15,059","600.38","-"
2022/03/22,"15,281","607.76","-"
2022/03/23,"15,739","624.16","-"
2022/03/24,"15,777","620.33","-"
2022/03/25,"15,799","620.60","-"
2022/03/28,"15,681","611.64","-"
2022/03/29,"15,854","619.92","-"
2022/03/30,"15,861","618.79","-"
2022/03/31,"15,745","617.03","-"
2022/04/01,"15,657","614.80","-"
2022/04/04,"15,698","618.25","-"
2022/04/05,"15,726","619.45","-"
2022/04/06,"15,480","610.32","-"
2022/04/07,"15,217","601.72","-"
2022/04/08,"15,273","607.05","-"
2022/04/11,"15,179","603.59","-"
2022/04/12,"14,903","594.03","-"
2022/04/13,"15,192","607.29","-"
2022/04/14,"15,377","614.69","-"
2022/04/15,"15,332","614.98","-"
2022/04/18,"15,166","609.65","-"
2022/04/19,"15,272","615.24","-"
2022/04/20,"15,402","620.65","-"
2022/04/21,"15,592","628.08","-"
2022/04/22,"15,338","614.35","-"
2022/04/25,"15,047","604.33","-"
2022/04/26,"15,108","611.05","-"
2022/04/27,"14,933","604.56","-"
2022/04/28,"15,194","620.22","-"
2022/05/02,"15,178","617.59","-"
2022/05/06,"15,284","624.22","-"
2022/05/09,"14,896","608.54","-"
2022/05/10,"14,812","608.39","-"
2022/05/11,"14,839","614.42","-"
2022/05/12,"14,578","605.93","-"
2022/05/13,"14,964","625.43","-"
2022/05/16,"15,032","625.25","-"
2022/05/17,"15,096","627.60","-"
2022/05/18,"15,238","632.75","-"
2022/05/19,"14,950","619.94","-"
2022/05/20,"15,142","633.58","-"
2022/05/23,"15,290","638.76","-"
2022/05/24,"15,146","632.09","-"
2022/05/25,"15,107","631.20","-"
2022/05/26,"15,065","630.68","-"
2022/05/27,"15,166","636.69","-"
2022/05/30,"15,498","650.72","-"
2022/05/31,"15,446","644.32","-"
2022/06/01,"15,548","649.35","-"
2022/06/02,"15,523","648.45","-"
2022/06/03,"15,719","656.51","-"
2022/06/06,"15,806","657.23","-"
2022/06/07,"15,823","656.97","-"
2022/06/08,"15,986","660.37","-"
2022/06/09,"15,994","658.05","-"
2022/06/10,"15,755","644.87","-"
2022/06/13,"15,279","627.12","-"
2022/06/14,"15,079","626.55","-"
2022/06/15,"14,907","629.69","-"
2022/06/16,"14,966","638.03","-"
2022/06/17,"14,699","628.76","-"
2022/06/20,"14,593","629.85","-"
2022/06/21,"14,861","644.61","-"
2022/06/22,"14,806","642.89","-"
2022/06/23,"14,819","644.39","-"
2022/06/24,"15,000","653.52","-"
2022/06/27,"15,213","662.03","-"
2022/06/28,"15,316","667.06","-"
2022/06/29,"15,194","660.03","-"
2022/06/30,"14,962","652.84","-"
2022/07/01,"14,701","643.75","-"
2022/07/04,"14,826","653.83","-"
2022/07/05,"14,978","660.26","-"
2022/07/06,"14,798","652.32","-"
2022/07/07,"15,016","662.78","-"
2022/07/08,"15,032","664.09","-"
2022/07/11,"15,196","669.28","-"
2022/07/12,"14,928","655.19","-"
2022/07/13,"15,009","659.63","-"
2022/07/14,"15,104","664.40","-"
2022/07/15,"15,184","670.32","-"
2022/07/19,"15,282","674.76","-"
2022/07/20,"15,689","690.55","-"
2022/07/21,"15,759","682.59","-"
2022/07/22,"15,821","683.18","-"
2022/07/25,"15,700","675.38","-"
2022/07/26,"15,675","674.57","-"
2022/07/27,"15,710","677.30","-"
2022/07/28,"15,766","680.80","-"
2022/07/29,"15,758","680.41","-"
2022/08/01,"15,867","686.80","-"
2022/08/02,"15,641","677.18","-"
2022/08/03,"15,724","681.66","-"
2022/08/04,"15,832","686.82","-"
2022/08/05,"15,970","691.06","-"
2022/08/08,"16,011","690.54","-"
2022/08/09,"15,870","683.38","-"
2022/08/10,"15,767","680.10","-"
2022/08/12,"16,179","699.47","-"
2022/08/15,"16,363","702.15","-"
2022/08/16,"16,362","702.64","-"
2022/08/17,"16,562","704.26","-"
2022/08/18,"16,403","695.24","-"
2022/08/19,"16,397","694.50","-"
2022/08/22,"16,319","692.42","-"
2022/08/23,"16,125","685.25","-"
2022/08/24,"16,046","684.45","-"
2022/08/25,"16,140","689.92","-"
2022/08/26,"16,231","694.30","-"
2022/08/29,"15,800","675.54","-"
2022/08/30,"15,988","689.05","-"
2022/08/31,"15,929","686.04","-"
2022/09/01,"15,684","679.76","-"
2022/09/02,"15,679","685.91","-"
2022/09/05,"15,661","686.64","-"
2022/09/06,"15,665","688.24","-"
2022/09/07,"15,554","683.84","-"
2022/09/08,"15,913","701.79","-"
2022/09/09,"15,997","701.42","-"
2022/09/12,"16,182","706.48","-"
2022/09/13,"16,224","705.06","-"
2022/09/14,"15,773","683.48","-"
2022/09/15,"15,804","693.38","-"
2022/09/16,"15,630","687.26","-"
2022/09/20,"15,698","696.25","-"
2022/09/21,"15,486","688.27","-"
2022/09/22,"15,396","688.82","-"
2022/09/26,"14,985","675.72","-"
2022/09/27,"15,063","687.64","-"
2022/09/28,"14,837","680.45","-"
2022/09/29,"15,103","698.45","-"
2022/09/30,"14,828","688.68","-"
2022/10/03,"14,986","702.11","-"
2022/10/04,"15,428","724.65","-"
2022/10/05,"15,502","726.93","-"
2022/10/06,"15,611","726.75","-"
2022/10/07,"15,499","718.63","-"
2022/10/11,"15,091","700.65","-"
2022/10/12,"15,088","704.78","0"
2022/10/13,"14,997","702.04","-"
2022/10/14,"15,484","726.96","-"
2022/10/17,"15,304","716.55","-"
2022/10/18,"15,522","729.72","-"
2022/10/19,"15,578","731.73","-"
2022/10/20,"15,436","723.11","-"
2022/10/21,"15,370","721.30","-"
2022/10/24,"15,417","724.07","-"
2022/10/25,"15,575","732.04","-"
2022/10/26,"15,678","736.05","-"
2022/10/27,"15,628","731.96","-"
2022/10/28,"15,490","726.44","-"
2022/10/31,"15,767","740.43","-"
2022/11/01,"15,820","742.71","-"
2022/11/02,"15,811","740.29","-"
2022/11/04,"15,545","726.40","-"
2022/11/07,"15,734","742.01","-"
2022/11/08,"15,930","746.48","-"
2022/11/09,"15,840","735.85","-"
2022/11/10,"15,687","731.39","-"
2022/11/11,"16,156","754.97","-"
2022/11/14,"15,984","736.93","-"
2022/11/15,"15,999","738.18","-"
2022/11/16,"16,021","743.54","-"
2022/11/17,"15,965","740.87","-"
2022/11/18,"15,947","740.99","-"
2022/11/21,"15,973","742.58","-"
2022/11/22,"16,070","747.80","-"
2022/11/24,"16,222","752.84","-"
2022/11/25,"16,166","748.39","-"
2022/11/28,"16,097","745.53","-"
2022/11/29,"16,019","744.23","-"
2022/11/30,"15,986","745.42","-"
2022/12/01,"16,132","755.09","-"
2022/12/02,"15,876","741.05","-"
2022/12/05,"15,901","749.48","-"
2022/12/06,"15,937","752.14","-"
2022/12/07,"15,823","744.91","-"
2022/12/08,"15,759","746.96","-"
2022/12/09,"15,946","757.59","-"
2022/12/12,"15,912","750.60","-"
2022/12/13,"15,976","754.32","-"
2022/12/14,"16,091","759.21","-"
2022/12/15,"16,031","753.74","-"
2022/12/16,"15,732","743.90","-"
2022/12/19,"15,567","746.10","-"
2022/12/20,"15,184","732.44","-"
2022/12/21,"15,080","735.43","-"
2022/12/22,"15,149","742.97","-"
2022/12/23,"14,993","737.74","-"
2022/12/26,"15,091","747.38","-"
2022/12/27,"15,114","751.19","-"
2022/12/28,"15,053","748.98","-"
2022/12/29,"14,936","745.39","-"
2022/12/30,"14,937","749.98","-"
2023/01/04,"14,720","739.87","-"
2023/01/05,"14,780","745.73","-"
2023/01/06,"14,868","751.10","-"
2023/01/10,"14,983","758.20","-"
2023/01/11,"15,137","767.34","-"
2023/01/12,"15,139","767.82","-"
2023/01/13,"14,950","759.17","-"
2023/01/16,"14,780","751.37","-"
2023/01/17,"14,962","763.53","-"
2023/01/18,"15,334","788.67","-"
2023/01/19,"15,112","775.65","-"
2023/01/20,"15,198","780.76","-"
2023/01/23,"15,399","791.44","-"
2023/01/24,"15,624","800.10","-"
2023/01/25,"15,678","795.20","-"
2023/01/26,"15,661","790.11","-"
2023/01/27,"15,672","790.51","-"
2023/01/30,"15,701","792.34","-"
2023/01/31,"15,640","788.42","-"
2023/02/01,"15,651","790.23","-"
2023/02/02,"15,684","792.52","-"
2023/02/03,"15,745","794.61","-"
2023/02/06,"15,850","797.36","-"
2023/02/07,"15,844","793.19","-"
2023/02/08,"15,800","788.73","-"
2023/02/09,"15,786","788.82","-"
2023/02/10,"15,837","790.17","-"
2023/02/13,"15,697","782.17","-"
2023/02/14,"15,798","788.18","-"
2023/02/15,"15,740","787.67","-"
2023/02/16,"15,851","794.86","-"
2023/02/17,"15,745","786.79","-"
2023/02/20,"15,757","789.27","-"
2023/02/21,"15,723","788.07","-"
2023/02/22,"15,512","778.10","-"
2023/02/24,"15,710","791.71","-"
2023/02/27,"15,703","788.99","-"
2023/02/28,"15,715","791.70","-"
2023/03/01,"15,756","793.36","-"
2023/03/02,"15,745","795.60","-"
2023/03/03,"15,990","807.88","-"
2023/03/06,"16,168","809.99","-"
2023/03/07,"16,209","806.47","-"
2023/03/08,"16,285","807.42","-"
2023/03/09,"16,388","810.36","-"
2023/03/10,"16,113","793.06","-"
2023/03/13,"15,937","785.84","-"
2023/03/14,"15,585","771.72","-"
2023/03/15,"15,591","776.28","-"
2023/03/16,"15,464","776.88","-"
2023/03/17,"15,648","793.17","-"
2023/03/20,"15,427","783.50","-"
2023/03/22,"15,725","800.91","-"
2023/03/23,"15,698","799.06","-"
2023/03/24,"15,679","797.34","-"
2023/03/27,"15,731","800.81","-"
2023/03/28,"15,754","803.72","-"
2023/03/29,"15,963","814.20","-"
2023/03/30,"16,054","816.11","-"
2023/03/31,"16,202","824.24","-"
2023/04/03,"16,287","823.94","-"
2023/04/04,"16,344","825.45","-"
2023/04/05,"16,070","808.73","-"
2023/04/06,"15,873","801.01","-"
2023/04/07,"15,899","805.38","-"
2023/04/10,"15,966","811.91","-"
2023/04/11,"16,133","820.06","-"
2023/04/12,"16,225","820.99","-"
2023/04/13,"16,268","821.58","-"
2023/04/14,"16,461","832.28","-"
2023/04/17,"16,474","827.20","-"
2023/04/18,"16,558","831.98","-"
2023/04/19,"16,527","826.82","-"
2023/04/20,"16,557","828.39","-"
2023/04/21,"16,503","824.02","-"
2023/04/24,"16,519","824.92","-"
2023/04/25,"16,535","826.01","-"
2023/04/26,"16,417","819.85","-"
2023/04/27,"16,441","823.00","-"
2023/04/28,"16,673","836.68","-"
2023/05/01,"16,827","841.36","-"
2023/05/02,"16,846","842.07","-"
2023/05/08,"16,726","833.05","-"
2023/05/09,"16,894","843.65","-"
2023/05/10,"16,826","837.90","-"
2023/05/11,"16,829","840.26","-"
2023/05/12,"16,984","848.76","-"
2023/05/15,"17,122","853.64","-"
2023/05/16,"17,247","860.33","-"
2023/05/17,"17,391","864.37","-"
2023/05/18,"17,669","877.71","-"
2023/05/19,"17,806","883.97","-"
2023/05/22,"17,964","888.09","-"
2023/05/23,"17,889","884.16","-"
2023/05/24,"17,731","875.45","-"
2023/05/25,"17,800","880.26","-"
2023/05/26,"17,867","883.50","-"
2023/05/29,"18,050","893.40","-"
2023/05/30,"18,105","896.68","-"
2023/05/31,"17,849","883.39","-"
2023/06/01,"18,000","895.01","-"
2023/06/02,"18,217","906.98","-"
2023/06/05,"18,618","924.42","-"
2023/06/06,"18,784","932.95","-"
2023/06/07,"18,441","915.95","-"
2023/06/08,"18,284","912.65","-"
2023/06/09,"18,644","934.54","-"
2023/06/12,"18,742","937.53","-"
2023/06/13,"19,081","954.87","-"
2023/06/14,"19,361","967.53","-"
2023/06/15,"19,349","972.26","-"
2023/06/16,"19,476","980.50","-"
2023/06/19,"19,283","973.83","-"
2023/06/20,"19,292","978.27","-"
2023/06/21,"19,400","986.55","-"
2023/06/22,"19,219","979.58","-"
2023/06/23,"18,940","968.55","-"
2023/06/26,"18,893","971.10","-"
2023/06/27,"18,801","967.82","-"
2023/06/28,"19,178","987.60","-"
2023/06/29,"19,222","988.20","-"
2023/06/30,"19,196","986.60","-"
2023/07/03,"19,521","1,004.58","-"
2023/07/04,"19,329","991.90","-"
2023/07/05,"19,282","991.15","-"
2023/07/06,"18,955","976.58","-"
2023/07/07,"18,734","972.23","-"
2023/07/10,"18,618","972.03","-"
2023/07/11,"18,627","977.05","-"
2023/07/12,"18,476","971.02","-"
2023/07/13,"18,752","988.83","-"
2023/07/14,"18,734","990.53","-"
2023/07/18,"18,792","991.49","-"
2023/07/19,"19,026","1,005.85","-"
2023/07/20,"18,790","990.37","-"
2023/07/21,"18,683","987.93","-"
2023/07/24,"18,911","1,001.59","-"
2023/07/25,"18,901","1,000.09","-"
2023/07/26,"18,893","1,003.85","-"
2023/07/27,"19,023","1,012.26","-"
2023/07/28,"18,948","1,007.29","-"
2023/07/31,"19,187","1,023.40","-"
2023/08/01,"19,362","1,028.02","-"
2023/08/02,"18,916","1,000.20","-"
2023/08/03,"18,601","990.99","-"
2023/08/04,"18,621","1,001.19","-"
2023/08/07,"18,657","1,007.95","-"
2023/08/08,"18,727","1,014.71","-"
2023/08/09,"18,627","1,010.02","-"
2023/08/10,"18,784","1,021.52","-"
2023/08/14,"18,544","1,006.87","-"
2023/08/15,"18,647","1,015.11","-"
2023/08/16,"18,374","1,006.08","-"
2023/08/17,"18,292","1,006.28","-"
2023/08/18,"18,191","1,005.91","-"
2023/08/21,"18,256","1,011.82","-"
2023/08/22,"18,426","1,022.01","-"
2023/08/23,"18,513","1,025.86","-"
2023/08/24,"18,673","1,034.33","-"
2023/08/25,"18,290","1,011.51","-"
2023/08/28,"18,605","1,034.64","-"
2023/08/29,"18,638","1,036.98","-"
2023/08/30,"18,711","1,038.65","-"
2023/08/31,"18,876","1,046.93","-"
2023/09/01,"18,929","1,043.96","-"
2023/09/04,"19,062","1,048.33","-"
2023/09/05,"19,117","1,047.46","-"
2023/09/06,"19,236","1,055.43","-"
2023/09/07,"19,091","1,043.65","-"
2023/09/08,"18,869","1,032.36","-"
2023/09/11,"18,789","1,032.87","-"
2023/09/12,"18,968","1,046.47","-"
2023/09/13,"18,925","1,043.19","-"
2023/09/14,"19,194","1,059.54","-"
2023/09/15,"19,403","1,068.17","-"
2023/09/19,"19,236","1,054.90","-"
2023/09/20,"19,111","1,050.64","-"
2023/09/21,"18,848","1,041.27","-"
2023/09/22,"18,750","1,042.73","-"
2023/09/25,"18,909","1,060.88","-"
2023/09/26,"18,698","1,050.13","-"
2023/09/27,"18,731","1,056.82","-"
2023/09/28,"18,571","1,052.18","-"
2023/09/29,"18,564","1,065.02","-"
2023/10/02,"18,507","1,068.77","-"
2023/10/03,"18,202","1,054.46","-"
2023/10/04,"17,786","1,035.49","-"
2023/10/05,"18,107","1,061.48","-"
2023/10/06,"18,060","1,061.88","-"
2023/10/10,"18,497","1,090.71","-"
2023/10/11,"18,607","1,098.61","-"
2023/10/12,"18,934","1,117.19","0"
2023/10/13,"18,828","1,105.18","-"
2023/10/16,"18,447","1,081.77","-"
2023/10/17,"18,668","1,102.41","-"
2023/10/18,"18,670","1,102.33","-"
2023/10/19,"18,311","1,082.50","-"
2023/10/20,"18,211","1,080.78","-"
2023/10/23,"18,060","1,074.32","-"
2023/10/24,"18,098","1,079.16","-"
2023/10/25,"18,217","1,089.30","-"
2023/10/26,"17,828","1,067.27","-"
2023/10/27,"18,057","1,087.96","-"
2023/10/30,"17,884","1,077.81","-"
2023/10/31,"17,978","1,086.36","-"
2023/11/01,"18,410","1,114.74","-"
2023/11/02,"18,612","1,126.28","-"
2023/11/06,"19,054","1,147.12","-"
2023/11/07,"18,800","1,117.89","-"
2023/11/08,"18,739","1,115.76","-"
2023/11/09,"19,018","1,133.28","-"
2023/11/10,"18,973","1,124.27","-"
2023/11/13,"18,984","1,125.54","-"
2023/11/14,"19,049","1,128.20","-"
2023/11/15,"19,527","1,153.99","-"
2023/11/16,"19,473","1,141.26","-"
2023/11/17,"19,566","1,142.06","-"
2023/11/20,"19,450","1,132.66","-"
2023/11/21,"19,431","1,130.62","-"
2023/11/22,"19,488","1,134.66","-"
2023/11/24,"19,589","1,140.02","-"
2023/11/27,"19,485","1,130.77","-"
2023/11/28,"19,462","1,133.97","-"
2023/11/29,"19,411","1,132.18","-"
2023/11/30,"19,508","1,140.71","-"
2023/12/01,"19,475","1,139.25","-"
2023/12/04,"19,357","1,133.34","-"
2023/12/05,"19,093","1,119.94","-"
2023/12/06,"19,484","1,147.08","-"
2023/12/07,"19,142","1,122.96","-"
2023/12/08,"18,821","1,111.44","-"
2023/12/11,"19,103","1,137.15","-"
2023/12/12,"19,133","1,137.12","-"
2023/12/13,"19,181","1,137.46","-"
2023/12/14,"19,040","1,128.89","-"
2023/12/15,"19,207","1,143.59","-"
2023/12/18,"19,083","1,133.36","-"
2023/12/19,"19,351","1,152.22","-"
2023/12/20,"19,618","1,164.14","-"
2023/12/21,"19,306","1,137.55","-"
2023/12/22,"19,322","1,141.93","-"
2023/12/25,"19,372","1,147.82","-"
2023/12/26,"19,401","1,149.05","-"
2023/12/27,"19,620","1,164.15","-"
2023/12/28,"19,567","1,152.41","-"
2023/12/29,"19,523","1,152.02","-"
2024/01/04,"19,420","1,149.73","-"
2024/01/05,"19,472","1,157.95","-"
2024/01/09,"19,697","1,169.78","-"
2024/01/10,"20,093","1,189.04","-"
2024/01/11,"20,450","1,205.96","-"
2024/01/12,"20,755","1,220.52","-"
2024/01/15,"20,945","1,228.93","-"
2024/01/16,"20,780","1,221.40","-"
2024/01/17,"20,696","1,217.68","-"
2024/01/18,"20,691","1,221.23","-"
2024/01/19,"20,980","1,244.22","-"
2024/01/22,"21,320","1,263.74","-"
2024/01/23,"21,302","1,263.88","-"
2024/01/24,"21,132","1,255.19","-"
2024/01/25,"21,137","1,259.82","-"
2024/01/26,"20,854","1,246.56","-"
2024/01/29,"21,015","1,266.42","-"
2024/01/30,"21,038","1,269.67","-"
2024/01/31,"21,169","1,277.67","-"
2024/02/01,"21,006","1,272.32","-"
2024/02/02,"21,092","1,282.22","-"
2024/02/05,"21,206","1,288.35","-"
2024/02/06,"21,093","1,279.77","-"
2024/02/07,"21,069","1,280.44","-"
2024/02/08,"21,503","1,313.03","-"
2024/02/09,"21,523","1,304.59","-"
2024/02/13,"22,148","1,341.87","-"
2024/02/14,"21,994","1,330.54","-"
2024/02/15,"22,258","1,349.46","-"
2024/02/16,"22,457","1,370.11","-"
2024/02/19,"22,446","1,367.85","-"
2024/02/20,"22,385","1,372.20","-"
2024/02/21,"22,324","1,369.91","-"
2024/02/22,"22,812","1,403.32","-"
2024/02/26,"22,890","1,405.48","-"
2024/02/27,"22,894","1,410.38","-"
2024/02/28,"22,886","1,413.54","-"
2024/02/29,"22,863","1,414.16","-"
2024/03/01,"23,298","1,446.91","-"
2024/03/04,"23,413","1,452.00","-"
2024/03/05,"23,407","1,451.27","-"
2024/03/06,"23,402","1,452.87","-"
2024/03/07,"23,114","1,438.24","-"
2024/03/08,"23,169","1,448.08","-"
2024/03/11,"22,660","1,419.88","-"
2024/03/12,"22,647","1,430.65","-"
2024/03/13,"22,587","1,431.50","-"
2024/03/14,"22,654","1,438.41","-"
2024/03/15,"22,594","1,438.00","-"
2024/03/18,"23,198","1,479.27","-"
2024/03/19,"23,349","1,480.69","-"
2024/03/21,"23,825","1,509.10","-"
2024/03/22,"23,868","1,506.78","-"
2024/03/25,"23,590","1,486.64","-"
2024/03/26,"23,581","1,491.20","-"
2024/03/27,"23,792","1,507.90","-"
2024/03/28,"23,602","1,494.60","-"
2024/03/29,"23,719","1,514.29","-"
2024/04/01,"23,386","1,494.11","-"
2024/04/02,"23,407","1,509.57","-"
2024/04/03,"23,179","1,498.75","-"
2024/04/04,"23,368","1,517.47","-"
2024/04/05,"22,908","1,486.60","-"
2024/04/08,"23,116","1,516.47","-"
2024/04/09,"23,366","1,533.35","-"
2024/04/10,"23,253","1,524.36","-"
2024/04/11,"23,171","1,522.82","-"
2024/04/12,"23,220","1,529.22","-"
2024/04/15,"23,049","1,523.97","-"
2024/04/16,"22,600","1,502.33","-"
2024/04/17,"22,301","1,493.35","-"
2024/04/18,"22,373","1,505.77","-"
2024/04/19,"21,778","1,469.47","-"
2024/04/22,"21,993","1,498.15","-"
2024/04/23,"22,061","1,507.60","-"
2024/04/24,"22,593","1,548.99","-"
2024/04/25,"22,104","1,515.06","-"
2024/04/26,"22,284","1,533.11","-"
2024/04/30,"22,563","1,555.21","-"
2024/05/01,"22,484","1,552.29","-"
2024/05/02,"22,462","1,554.68","-"
2024/05/07,"22,815","1,583.48","-"
2024/05/08,"22,443","1,556.33","-"
2024/05/09,"22,368","1,553.64","-"
2024/05/10,"22,460","1,563.54","-"
2024/05/13,"22,433","1,563.54","-"
